1059920538	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			1	033	033	03	1	5.2	6	1	6	5.90809628008753	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824051500	https://www.bignewsnetwork.com/news/272663945/water-street-appoints-deepak-batheja-chief-information-officer
1059920539	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			1	051	051	05	1	3.4	6	1	6	5.90809628008753	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824051500	https://www.bignewsnetwork.com/news/272663945/water-street-appoints-deepak-batheja-chief-information-officer
1059920540	20220824	202208	2022	2022.6411											CHN	CHINESE	CHN								1	020	020	02	1	3.0	9	3	9	-2.88248337028825	0								4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20220824051500	https://www.chron.com/news/article/AP-PHOTOS-Drought-changes-landscape-in-southwest-17394175.php
1059920541	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	043	043	04	1	2.8	3	1	3	-5.80357142857142	0								4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	20220824051500	https://www.thenews.com.pk/print/984941-minor-raped-burnt
1059920542	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	043	043	04	1	2.8	3	1	3	-6.94214876033058	0								4	Foxton, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.4667	175.3	119972	4	Foxton, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.4667	175.3	119972	20220824051500	https://www.stuff.co.nz/national/crime/300670136/police-station-thiefs-life-of-abuse-neglect-and-offending-laid-bare
1059920543	20220824	202208	2022	2022.6411											COP	DETECTIVE						COP			0	043	043	04	1	2.8	10	1	10	-1.53677277716795	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824051500	https://www.police1.com/investigations/articles/girlfriends-consent-to-search-of-man-bag-leads-to-charges-BwK5A7TXDR4NLakp/
1059920544	20220824	202208	2022	2022.6411											CRM	THIEVES						CRM			1	170	170	17	4	-7.0	5	1	5	-7.74193548387097	0								0								0								20220824051500	https://timesofindia.indiatimes.com/city/ranchi/rise-in-bike-theft-incidents-in-bokaro/articleshow/93742250.cms
1059920545	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	5.21172638436482	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824051500	https://wyndham.starweekly.com.au/news/pacific-werribee-holds-job-fair/
1059920546	20220824	202208	2022	2022.6411											CVL	VOTER						CVL			0	040	040	04	1	1.0	4	1	4	0.10111223458038	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824051500	https://news.yahoo.com/dan-goldman-lawyer-trump-impeachment-044941978.html
1059920547	20220824	202208	2022	2022.6411											CVL	CITIZEN						CVL			0	052	052	05	1	3.5	10	1	10	-0.70323488045007	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824051500	https://dentonrc.com/opinion/right-to-register-and-vote-is-not-a-partisan-issue/article_b2f993ae-4f7c-5a07-83e0-cbe42af9b060.html
1059920548	20220824	202208	2022	2022.6411											DEU	GERMANY	DEU								1	042	042	04	1	1.9	2	1	2	0.15174506828528	0								4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Tarbes, Midi-Pyrées, France	FR	FRB3	16302	43.2333	0.083333	-1472095	20220824051500	https://www.rfi.fr/en/business-and-tech/20220824-whistle-blows-in-germany-for-world-s-first-hydrogen-train-fleet
1059920549	20220824	202208	2022	2022.6411											DEU	GERMANY	DEU								1	042	042	04	1	1.9	1	1	1	0.15174506828528	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824051500	https://www.rfi.fr/en/business-and-tech/20220824-whistle-blows-in-germany-for-world-s-first-hydrogen-train-fleet
1059920550	20220824	202208	2022	2022.6411											DEU	GERMANY	DEU								1	042	042	04	1	1.9	6	1	6	0.15174506828528	0								1	Canada	CA	CA		60	-96	CA	1	Morocco	MO	MO		32	-5	MO	20220824051500	https://www.rfi.fr/en/business-and-tech/20220824-whistle-blows-in-germany-for-world-s-first-hydrogen-train-fleet
1059920551	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	051	051	05	1	3.4	10	1	10	-5.47462406015037	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20220824051500	https://www.dovepress.com/prevalence-and-determinants-of-mental-health-problems-and-mental-healt-peer-reviewed-fulltext-article-AMEP
1059920552	20220824	202208	2022	2022.6411											EUR	EUROPEAN	EUR								1	040	040	04	1	1.0	3	1	3	0.15174506828528	0								4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	20220824051500	https://www.rfi.fr/en/business-and-tech/20220824-whistle-blows-in-germany-for-world-s-first-hydrogen-train-fleet
1059920553	20220824	202208	2022	2022.6411											FIN	FINLAND	FIN								1	043	043	04	1	2.8	3	1	3	1.20481927710843	0								1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20220824051500	https://style.nine.com.au/latest/jennifer-lopez-wedding-dress-ralph-lauren-ben-affleck/514c4586-b7b7-4d19-b07d-a9cc13049ed4
1059920554	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	5	1	5	4.40835266821346	0								1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20220824051500	https://economictimes.indiatimes.com/nri/invest/upi-expands-further-globally-indian-travellers-to-uk-to-enjoy-hassle-free-digital-transactions/articleshow/93640772.cms
1059920555	20220824	202208	2022	2022.6411											GBR	GREAT BRITAIN	GBR								1	043	043	04	1	2.8	5	1	5	8.05555555555556	0								5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20220824051500	https://www.newsandstar.co.uk/news/20716429.ultimate-afternoon-tea-miss-north-cumbria/
1059920556	20220824	202208	2022	2022.6411											GOV	GOVERNOR GENERAL						GOV			0	016	016	01	1	-2.0	4	1	4	-2.81413612565445	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824051500	https://www.wsws.org/en/articles/2022/08/24/epoq-a24.html
1059920557	20220824	202208	2022	2022.6411											GOV	GOVERNOR GENERAL						GOV			0	016	016	01	1	-2.0	6	1	6	-2.81413612565445	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824051500	https://www.wsws.org/en/articles/2022/08/24/epoq-a24.html
1059920558	20220824	202208	2022	2022.6411											GOV	MAYOR						GOV			0	040	040	04	1	1.0	3	1	3	1.10294117647059	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220824051500	https://www.ktvh.com/news/helena-leaders-still-split-on-city-commission-candidates-mcgee-shirtliff-advance
1059920559	20220824	202208	2022	2022.6411											GOV	MINIST						GOV			1	042	042	04	1	1.9	5	1	5	2.77777777777778	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220824051500	https://www.bignewsnetwork.com/news/272663935/union-minister-kt-rama-rao-unveils-theme-of-20th-edition-of-bioasia-in-hyderabad
1059920560	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	2	1	2	-3.42465753424657	0								3	Parkville, Missouri, United States	US	USMO	MO165	39.195	-94.6822	730174	3	Parkville, Missouri, United States	US	USMO	MO165	39.195	-94.6822	730174	20220824051500	https://www.newspressnow.com/news/local_news/government/parson-stops-in-st-joseph-touts-tax-cuts/article_17497d24-2337-11ed-983b-37256aa1b38f.html
1059920561	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	3	1	3	-3.42465753424657	0								3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	3	Parkville, Missouri, United States	US	USMO	MO165	39.195	-94.6822	730174	20220824051500	https://www.newspressnow.com/news/local_news/government/parson-stops-in-st-joseph-touts-tax-cuts/article_17497d24-2337-11ed-983b-37256aa1b38f.html
1059920562	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	10	1	10	-1.78173719376392	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20220824051500	https://www.newstalkzb.co.nz/news/business/retail-nz-sceptical-government-intervention-in-grocery-sector-will-serve-up-cheaper-prices/
1059920563	20220824	202208	2022	2022.6411											GOV	GOVERNOR GENERAL						GOV			0	080	080	08	2	5.0	4	1	4	-2.81413612565445	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824051500	https://www.wsws.org/en/articles/2022/08/24/epoq-a24.html
1059920564	20220824	202208	2022	2022.6411											GOV	GOVERNOR GENERAL						GOV			0	080	080	08	2	5.0	6	1	6	-2.81413612565445	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824051500	https://www.wsws.org/en/articles/2022/08/24/epoq-a24.html
1059920565	20220824	202208	2022	2022.6411											GOV	CHIEF EXECUTIVE						GOV			1	084	084	08	2	7.0	6	1	6	-2.11267605633803	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824051500	https://www.bnnbloomberg.ca/zuckerberg-dismissed-by-ftc-from-suit-over-meta-vr-firm-takeover-1.1809626
1059920566	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	112	112	11	3	-2.0	2	1	2	-3.78959276018099	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20220824051500	https://www.thenews.com.pk/print/984980-15-killed-in-house-collapse-incidents-as-rain-lashes-parts-of-sindh
1059920567	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	115	115	11	3	-2.0	6	1	6	-9.51351351351352	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220824051500	https://krdo.com/news/national-world/cnn-national/2022/08/23/whitey-bulger-fast-facts/
1059920568	20220824	202208	2022	2022.6411											GOV	AUTHORITIES						GOV			0	174	174	17	4	-5.0	4	1	4	-5.83333333333334	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	Canada	CA	CA		60	-96	CA	20220824051500	https://www.newstalkzb.co.nz/news/world/serial-conwoman-samantha-azzopardi-accused-of-posing-as-14-year-old-girl/
1059920569	20220824	202208	2022	2022.6411											GOV	AUTHORITIES						GOV			0	174	174	17	4	-5.0	1	1	1	-5.83333333333334	0								1	France	FR	FR		46	2	FR	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824051500	https://www.newstalkzb.co.nz/news/world/serial-conwoman-samantha-azzopardi-accused-of-posing-as-14-year-old-girl/
1059920570	20220824	202208	2022	2022.6411											GOV	KING						GOV			1	190	190	19	4	-10.0	20	2	20	-0.2710027100271	0								4	Longtown, Herefordshire, United Kingdom	UK	UKF7	40184	51.95	-2.98333	-2602016	4	Longtown, Herefordshire, United Kingdom	UK	UKF7	40184	51.95	-2.98333	-2602016	20220824051500	https://www.newsandstar.co.uk/news/20683155.book-claims-merlins-home-glendhu-hill-uncovers-lost-myths/
1059920571	20220824	202208	2022	2022.6411											GOVHLH	HEALTH DEPARTMENT						GOV	HLH		1	020	020	02	1	3.0	3	1	3	-3.82513661202186	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824051500	https://www.kgw.com/article/news/local/multnomah-county-ban-sale-of-flavored-nicotine-products/283-90587af0-5d74-42b1-bf78-f7253a8684ea
1059920572	20220824	202208	2022	2022.6411											GOVPTY	RULING PARTY						GOV			0	130	130	13	3	-4.4	10	1	10	-1.86125211505922	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20220824051500	https://www.ibtimes.com/angolans-head-polls-tightest-ever-race-3605092
1059920573	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-6.54545454545455	0								4	Ghatkopar, Maharashtra, India	IN	IN16	70183	19.0833	72.9	-2096205	4	Ghatkopar, Maharashtra, India	IN	IN16	70183	19.0833	72.9	-2096205	20220824051500	https://www.freepressjournal.in/mumbai/mumbai-another-govinda-fighting-for-life-at-kem-hospital
1059920574	20220824	202208	2022	2022.6411											IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			1	100	100	10	3	-5.0	8	1	8	-2.22222222222222	0								1	North Korea	KN	KN		40	127	KN	1	South Korea	KS	KS		37	127.5	KS	20220824051500	http://www.arirang.com/news/News_View.asp?nseq=306278
1059920575	20220824	202208	2022	2022.6411											IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			1	100	100	10	3	-5.0	2	1	2	-2.22222222222222	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220824051500	http://www.arirang.com/news/News_View.asp?nseq=306278
1059920576	20220824	202208	2022	2022.6411											IND	DELHI	IND								1	036	036	03	1	4.0	6	1	6	1.06837606837607	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824051500	https://www.business-standard.com/article/politics/trying-to-get-speedy-presidential-assent-for-shakti-bill-says-fadnavis-122082301424_1.html
1059920577	20220824	202208	2022	2022.6411											IND	TRIPURA	IND								1	043	043	04	1	2.8	10	1	10	2.14797136038187	0								0								0								20220824051500	https://www.business-standard.com/article/politics/top-tripura-tribal-leader-hangsha-kumar-leaves-bjp-with-6-500-followers-122082301412_1.html
1059920578	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								0	180	180	18	4	-9.0	4	1	4	-5.83333333333334	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824051500	https://www.newstalkzb.co.nz/news/world/serial-conwoman-samantha-azzopardi-accused-of-posing-as-14-year-old-girl/
1059920579	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								0	180	180	18	4	-9.0	1	1	1	-5.83333333333334	0								1	Russia	RS	RS		60	100	RS	1	France	FR	FR		46	2	FR	20220824051500	https://www.newstalkzb.co.nz/news/world/serial-conwoman-samantha-azzopardi-accused-of-posing-as-14-year-old-girl/
1059920580	20220824	202208	2022	2022.6411											ISR	ISRAEL	ISR								0	183	183	18	4	-10.0	2	1	2	-6.70443814919736	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824051500	https://www.al-monitor.com/originals/2022/08/gazans-call-probe-islamic-jihad-missiles-killed-civilians
1059920581	20220824	202208	2022	2022.6411											JPN	JAPAN	JPN								1	043	043	04	1	2.8	1	1	1	5	0								4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824051500	https://www.newsonjapan.com/html/newsdesk/article/135397.php
