1059935087	20220823	202208	2022	2022.6384	COPGOVMIL	DEPUTY						COP	GOV	MIL	TUR	TURKEY	TUR								1	040	040	04	1	1.0	2	1	2	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	1	Ukraine	UP	UP		49	32	UP	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935088	20220823	202208	2022	2022.6384	COPGOVMIL	DEPUTY						COP	GOV	MIL	UKR	UKRAINE	UKR								1	040	040	04	1	1.0	2	1	2	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	1	Romania	RO	RO		46	25	RO	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935089	20220823	202208	2022	2022.6384	COPGOVMIL	DEPUTY						COP	GOV	MIL	UKR	UKRAINE	UKR								1	040	040	04	1	1.0	2	1	2	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	1	Ukraine	UP	UP		49	32	UP	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935090	20220823	202208	2022	2022.6384	COPGOVMIL	DEPUTY						COP	GOV	MIL	USAGOVMIL	UNITED STATES	USA					GOV	MIL		1	040	040	04	1	1.0	4	1	4	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935091	20220823	202208	2022	2022.6384	GOVMIL	DEFENSE MINIST						GOV	MIL		COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	6	1	6	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935092	20220823	202208	2022	2022.6384	POL	POLAND	POL								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935093	20220823	202208	2022	2022.6384	POL	POLAND	POL								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Poland	PL	PL		52	20	PL	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935094	20220823	202208	2022	2022.6384	ROU	ROMANIA									COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Poland	PL	PL		52	20	PL	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935095	20220823	202208	2022	2022.6384	ROU	ROMANIA									COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Romania	RO	RO		46	25	RO	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935096	20220823	202208	2022	2022.6384	TUR	TURKEY	TUR								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Turkey	TU	TU		39.059012	34.911546	TU	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935097	20220823	202208	2022	2022.6384	TUR	TURKEY	TUR								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Ukraine	UP	UP		49	32	UP	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935098	20220823	202208	2022	2022.6384	UKR	UKRAINE	UKR								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Romania	RO	RO		46	25	RO	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935099	20220823	202208	2022	2022.6384	UKR	UKRAINE	UKR								COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	2	1	2	0.586510263929619	1	Ukraine	UP	UP		49	32	UP	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935100	20220823	202208	2022	2022.6384	USAGOVMIL	UNITED STATES	USA					GOV	MIL		COPGOVMIL	DEPUTY						COP	GOV	MIL	1	040	040	04	1	1.0	4	1	4	0.586510263929619	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824074500	https://www.novinite.com/articles/216412/Deputy+Minister+of+Defense:+Bulgaria+Supports+the+Sovereignty+and+Territorial+Integrity+of+Ukraine
1059935101	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	130	130	13	3	-4.4	3	1	3	-9.1772151898734	0								4	Yuzhny, Krasnodarskiy Kray, Russia	RS	RS38	25090	46.6541	38.972	-3043302	4	Yuzhny, Krasnodarskiy Kray, Russia	RS	RS38	25090	46.6541	38.972	-3043302	20220824074500	https://saudigazette.com.sa/article/624227/World/Europe/Ukraine-POW-trials-in-Mariupol-could-be-a-war-crime-OHCHR
1059935102	20220824	202208	2022	2022.6411											AGR	FARMER						AGR			1	043	043	04	1	2.8	20	1	10	-5.08744038155802	0								4	Numurkah, Victoria, Australia	AS	AS07	5400	-36.0885	145.442	-1592481	4	Numurkah, Victoria, Australia	AS	AS07	5400	-36.0885	145.442	-1592481	20220824074500	https://www.countrynews.com.au/livestock/dairy-farmers-attend-disease-forum/
1059935103	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	1	1	1	1.52505446623094	0								4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935104	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	070	070	07	2	7.0	3	1	2	1.52505446623094	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935105	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	070	070	07	2	7.0	7	1	6	1.52505446623094	0								4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935106	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	190	190	19	4	-10.0	2	1	2	1.52505446623094	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935107	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	190	190	19	4	-10.0	2	1	2	1.52505446623094	0								4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935108	20220824	202208	2022	2022.6411											ARE	UNITED ARAB EMIRATES	ARE								1	190	190	19	4	-10.0	2	1	2	1.52505446623094	0								4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	5	Umm Al Quwain, Umm al Qaywayn, United Arab Emirates	AE	AE07	28576	25.5	55.75	-784509	20220824074500	https://gulfnews.com/uae/uae-saluki-shot-multiple-times-pet-dogs-rushed-from-dubai-to-ras-al-khaimah-to-donate-blood-1.90080314
1059935109	20220824	202208	2022	2022.6411											ARM	ARMENIA	ARM								1	043	043	04	1	2.8	2	1	2	-4.73372781065089	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220824074500	https://news.am/eng/news/717140.html
1059935110	20220824	202208	2022	2022.6411											AUS	MURRAY	AUS								0	051	051	05	1	3.4	3	1	3	-3.36021505376344	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824074500	https://www.peoriatimes.com/news/article_b05e3726-230e-11ed-8876-ef78b02a697c.html
1059935111	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	013	013	01	1	0.4	5	1	5	7.63430725730443	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220824074500	https://www.bevnet.com/jobs/58906-foederhouse-brewpub-general-manager-cinderlands-foederhouse
1059935112	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	2	1	2	0.50933786078099	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20220824074500	https://www.einnews.com/pr_news/587459796/vietnam-plasma-fractionation-market-trends-business-strategies-and-opportunities-with-key-players-analysis
1059935113	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	042	042	04	1	1.9	10	1	10	2.21606648199446	0								1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	20220824074500	https://www.manchestereveningnews.co.uk/news/cost-of-living/cost-running-oven-air-fryer-24838169
1059935114	20220824	202208	2022	2022.6411											BUS	EXPORTER						BUS			1	043	043	04	1	2.8	10	1	10	-2.5	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20220824074500	https://economictimes.indiatimes.com/industry/energy/oil-gas/indonesia-extends-palm-oil-export-levy-waiver-to-october-31/articleshow/93748219.cms
1059935115	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	043	043	04	1	2.8	10	1	10	-1.94346289752651	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824074500	https://www.tribstar.com/opinion/columns/dick-wolfsie-severance-payback/article_cad1b5e4-2311-11ed-893c-ababf4ef5252.html
1059935116	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	043	043	04	1	2.8	2	1	2	-5.57880055788006	0								4	Creston, British Columbia, Canada	CA	CA02	12549	49.1	-116.517	-563151	4	Creston, British Columbia, Canada	CA	CA02	12549	49.1	-116.517	-563151	20220824074500	https://www.marketwatch.com/press-release/soy-white-flake-market-size-in-2022-no-of-pages-134-who-are-the-top-key-players-share-upcoming-trends-in-report-forecast-up-to-2027-2022-08-24
1059935117	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								0	100	100	10	3	-5.0	2	1	2	-5.57880055788006	0								4	Creston, British Columbia, Canada	CA	CA02	12549	49.1	-116.517	-563151	4	Creston, British Columbia, Canada	CA	CA02	12549	49.1	-116.517	-563151	20220824074500	https://www.marketwatch.com/press-release/soy-white-flake-market-size-in-2022-no-of-pages-134-who-are-the-top-key-players-share-upcoming-trends-in-report-forecast-up-to-2027-2022-08-24
1059935118	20220824	202208	2022	2022.6411											CHN	SZECHWAN	CHN								0	036	036	03	1	4.0	10	1	10	-1.77993527508091	0								5	Szechwan, Sichuan, China	CH	CH32	13269	30.5	102.5	-1926775	5	Szechwan, Sichuan, China	CH	CH32	13269	30.5	102.5	-1926775	20220824074500	https://www.telegraph.co.uk/theatre/what-to-see/brecht-made-theatre-what-today-foolish-forget/
1059935119	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	111	111	11	3	-2.0	10	1	10	3.40136054421768	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	20220824074500	https://www.capitalfm.co.ke/news/2022/08/china-successfully-launches-satellite-atop-kuaizhou-1a-carrier-rocket/
1059935120	20220824	202208	2022	2022.6411											COP	DETECTIVE						COP			0	043	043	04	1	2.8	4	1	4	1.12517580872011	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824074500	https://www.thedailystar.com/news/village-of-delhi-gets-arpa-funds-for-shooting-range-park/article_072f3f38-2318-11ed-bf85-8b1051e8e79c.html
1059935121	20220824	202208	2022	2022.6411											COP	DETECTIVE						COP			0	043	043	04	1	2.8	6	1	6	1.12517580872011	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824074500	https://www.thedailystar.com/news/village-of-delhi-gets-arpa-funds-for-shooting-range-park/article_072f3f38-2318-11ed-bf85-8b1051e8e79c.html
1059935122	20220824	202208	2022	2022.6411											COP	POLICEMAN						COP			1	190	190	19	4	-10.0	2	1	2	-12.5	0								4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	4	Daquq, At Ta'mim, Iraq	IZ	IZ13	123568	35.1392	44.4491	-3111822	20220824074500	https://original.antiwar.com/updates/2022/08/23/iraq-daily-roundup-nine-killed-10/
1059935123	20220824	202208	2022	2022.6411											COP	POLICEMEN						COP			1	190	190	19	4	-10.0	2	1	2	-12.5	0								4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	20220824074500	https://original.antiwar.com/updates/2022/08/23/iraq-daily-roundup-nine-killed-10/
1059935124	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	2	1	2	-5.45938748335553	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220824074500	https://www.theguardian.com/books/2022/aug/24/the-queen-of-dirt-island-by-donal-ryan-review-fierce-tale-of-family-strife
1059935125	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	3	1	3	-5.45938748335553	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824074500	https://www.theguardian.com/books/2022/aug/24/the-queen-of-dirt-island-by-donal-ryan-review-fierce-tale-of-family-strife
1059935126	20220824	202208	2022	2022.6411											CVL	VILLAGE						CVL			1	051	051	05	1	3.4	10	1	10	1.12517580872011	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824074500	https://www.thedailystar.com/news/village-of-delhi-gets-arpa-funds-for-shooting-range-park/article_072f3f38-2318-11ed-bf85-8b1051e8e79c.html
1059935127	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	2	1	2	1.42602495543672	0								3	Charterhouse School, Virginia, United States	US	USVA		37.5731	-77.4805	2464870	3	Charterhouse School, Virginia, United States	US	USVA		37.5731	-77.4805	2464870	20220824074500	https://www.nvdaily.com/nvdaily/community-news-aug-24/article_1a84fcb2-fa00-586a-a016-da83c819ddde.html
1059935128	20220824	202208	2022	2022.6411											GOV	AMBASSADOR						GOV			1	020	020	02	1	3.0	2	1	2	0.29673590504451	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220824074500	https://bianet.org/english/world/266219-erdogan-hosts-abbas-says-restored-relations-with-israel-won-t-affect-support-for-palestine
1059935129	20220824	202208	2022	2022.6411											GOV	AMBASSADOR						GOV			1	020	020	02	1	3.0	8	1	8	0.29673590504451	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220824074500	https://bianet.org/english/world/266219-erdogan-hosts-abbas-says-restored-relations-with-israel-won-t-affect-support-for-palestine
1059935130	20220824	202208	2022	2022.6411											GRC	GREECE	GRC								1	042	042	04	1	1.9	2	1	2	3.71681415929204	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824074500	https://www.northwestgeorgianews.com/tribune/regional/staten-islands-own-dj-nicky-rizz-takes-on-mykonos-and-wows-the-crowd-for-first/article_86ae15fe-21a4-5c23-b5ae-7cce92607008.html
1059935131	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								1	190	190	19	4	-10.0	4	1	4	-4.67706013363029	0								4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	4	Saggart, County South Dublin, Ireland	EI	EI39	18288	53.2803	-6.44444	-1505500	20220824074500	https://www.irishmirror.ie/news/irish-news/crime/wife-murdered-fat-andy-connors-27813159
1059935132	20220824	202208	2022	2022.6411											IRQ	IRAQI	IRQ								0	183	183	18	4	-10.0	10	1	10	-12.5	0								4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	20220824074500	https://original.antiwar.com/updates/2022/08/23/iraq-daily-roundup-nine-killed-10/
1059935133	20220824	202208	2022	2022.6411											IRQ	IRAQ	IRQ								1	193	193	19	4	-10.0	6	1	6	-12.5	0								4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	4	Sadr City, Baghdad, Iraq	IZ	IZ07	123564	33.3977	44.4616	83178	20220824074500	https://original.antiwar.com/updates/2022/08/23/iraq-daily-roundup-nine-killed-10/
1059935134	20220824	202208	2022	2022.6411											ITA	ITALY	ITA								1	030	030	03	1	4.0	4	1	4	0.33222591362127	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20220824074500	https://www.pinkvilla.com/entertainment/south/suriya42-suriyas-next-director-shiva-goes-floors-photo-1181346
1059935135	20220824	202208	2022	2022.6411											ITA	ITALY	ITA								1	043	043	04	1	2.8	8	1	8	-8.17307692307692	0								4	Aosta Valley, Valle d'Aosta, Italy	IT	IT19	18413	45.75	7.33333	-110504	4	Aosta Valley, Valle d'Aosta, Italy	IT	IT19	18413	45.75	7.33333	-110504	20220824074500	https://www.thesun.co.uk/news/19598727/hiker-daughter-chilling-text-moments-before-plunging/
1059935136	20220824	202208	2022	2022.6411											ITA	ITALY	ITA								1	043	043	04	1	2.8	3	1	3	7.42049469964665	0								4	Lake Como, Lombardia, Italy	IT	IT09	18360	46	9.28333	-116053	4	Lake Como, Lombardia, Italy	IT	IT09	18360	46	9.28333	-116053	20220824074500	https://www.pinkvilla.com/entertainment/hollywood/jennifer-lopez-and-ben-affleck-head-second-honeymoon-italy-after-georgia-wedding-1181347
1059935137	20220824	202208	2022	2022.6411											ITA	ITALIAN	ITA								0	190	190	19	4	-10.0	8	1	8	-8.17307692307692	0								4	Apuan Alps, Toscana, Italy	IT	IT16	18403	44.0667	10.2833	-110552	4	Apuan Alps, Toscana, Italy	IT	IT16	18403	44.0667	10.2833	-110552	20220824074500	https://www.thesun.co.uk/news/19598727/hiker-daughter-chilling-text-moments-before-plunging/
1059935138	20220824	202208	2022	2022.6411											JUD	ATTORNEY						JUD			1	040	040	04	1	1.0	2	1	2	-5.63380281690141	0								3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	20220824074500	https://markets.buffalonews.com/buffnews/article/getnews-2022-8-24-wigod-and-falzon-law-firm-explains-the-importance-of-auto-accident-attorneys
