1059930661	20220817	202208	2022	2022.6219	SLB	SOLOMON ISLAND	SLB								GOV	PREMIER						GOV			1	100	100	10	3	-5.0	4	1	4	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930662	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	4	1	4	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930663	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930664	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	0								3	Lee County, Florida, United States	US	USFL		26.567	-81.8831	295758	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930665	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								IGOUNOWFP	WORLD FOOD PROGRAM		UNO				IGO			0	070	070	07	2	7.0	1	1	1	-3.64963503649635	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824070000	https://www.bssnews.net/news-flash/78599
1059930666	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								IGOUNOWFP	WORLD FOOD PROGRAM		UNO				IGO			0	070	070	07	2	7.0	4	1	4	-3.64963503649635	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Ukraine	UP	UP		49	32	UP	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824070000	https://www.bssnews.net/news-flash/78599
1059930667	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								UKR	UKRAINE	UKR								0	010	010	01	1	0.0	2	1	2	-3.64963503649635	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220824070000	https://www.bssnews.net/news-flash/78599
1059930668	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930669	20220817	202208	2022	2022.6219	USAGOV	UNITED STATES	USA					GOV													1	040	040	04	1	1.0	2	1	2	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930670	20220817	202208	2022	2022.6219	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930671	20220823	202208	2022	2022.6384	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	8	1	8	-3.78787878787879	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Thurrock, Thurrock, United Kingdom	UK	UKO3	40108	51.5057	0.386213	-2609771	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20220824070000	https://www.echo-news.co.uk/news/20733083.m25-thurrock-service-station-blocked-protesters/
1059930672	20220823	202208	2022	2022.6384	GOV	PRESIDENT						GOV			BRB	BARBADOS	BRB								1	010	010	01	1	0.0	10	1	10	-0.88888888888889	4	Harrison Point, Saint Lucy, Barbados	BB	BB07	5831	13.3	-59.65	-1393512	4	Harrison Point, Saint Lucy, Barbados	BB	BB07	5831	13.3	-59.65	-1393512	4	Harrison Point, Saint Lucy, Barbados	BB	BB07	5831	13.3	-59.65	-1393512	20220824070000	https://www.nationnews.com/2022/08/24/back-on-shelves/
1059930673	20220823	202208	2022	2022.6384	JUD	CHIEF JUSTICE						JUD													0	051	051	05	1	3.4	2	1	2	-4.92866407263294	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	0								4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	20220824070000	https://www.malaymail.com/news/malaysia/2022/08/24/behind-bars-najib-has-few-get-out-of-jail-cards-left-to-play/24486
1059930674	20220823	202208	2022	2022.6384	JUD	CHIEF JUSTICE						JUD													0	051	051	05	1	3.4	6	1	6	-4.92866407263294	1	Saudi Arabia	SA	SA		25	45	SA	0								4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	20220824070000	https://www.malaymail.com/news/malaysia/2022/08/24/behind-bars-najib-has-few-get-out-of-jail-cards-left-to-play/24486
1059930675	20220823	202208	2022	2022.6384	JUD	CHIEF JUSTICE						JUD													0	110	110	11	3	-2.0	2	1	2	-4.92866407263294	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	0								4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	20220824070000	https://www.malaymail.com/news/malaysia/2022/08/24/behind-bars-najib-has-few-get-out-of-jail-cards-left-to-play/24486
1059930676	20220823	202208	2022	2022.6384	MYS	MALAYSIA	MYS								JUD	HIGH COURT						JUD			0	051	051	05	1	3.4	2	1	2	-4.92866407263294	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	20220824070000	https://www.malaymail.com/news/malaysia/2022/08/24/behind-bars-najib-has-few-get-out-of-jail-cards-left-to-play/24486
1059930677	20220823	202208	2022	2022.6384	MYS	MALAYSIA	MYS								JUD	FEDERAL COURT						JUD			0	110	110	11	3	-2.0	2	1	2	-4.92866407263294	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	4	Pahang, Pahang, Malaysia	MY	MY06	18585	3.5321	103.462	-2402927	20220824070000	https://www.malaymail.com/news/malaysia/2022/08/24/behind-bars-najib-has-few-get-out-of-jail-cards-left-to-play/24486
1059930678	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	043	043	04	1	2.8	8	1	4	-6.66666666666667	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220824070000	https://www.news24.com/news24/SouthAfrica/News/woman-who-killed-her-own-gogo-is-evil-and-should-serve-life-behind-bars-say-family-members-20220824
1059930679	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	1123	112	11	3	-2.0	4	1	4	-6.66666666666667	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220824070000	https://www.news24.com/news24/SouthAfrica/News/woman-who-killed-her-own-gogo-is-evil-and-should-serve-life-behind-bars-say-family-members-20220824
1059930680	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	4	1	3	-6.66666666666667	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220824070000	https://www.news24.com/news24/SouthAfrica/News/woman-who-killed-her-own-gogo-is-evil-and-should-serve-life-behind-bars-say-family-members-20220824
1059930681	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	2	1	2	-6.66666666666667	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20220824070000	https://www.news24.com/news24/SouthAfrica/News/woman-who-killed-her-own-gogo-is-evil-and-should-serve-life-behind-bars-say-family-members-20220824
1059930682	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								0	080	080	08	2	5.0	5	1	5	-3.70550950755729	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824070000	https://www.thedailystar.net/business/news/ansell-accused-knowingly-profiting-the-labour-slaves-shuvo-one-them-3101946
1059930683	20220824	202208	2022	2022.6411											BUS	AIRLINE						BUS			1	057	057	05	1	8.0	10	1	10	1.1461318051576	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220824070000	http://bizenglish.adaderana.lk/srilankan-airlines-engineering-on-a-roll-with-c-check-for-sereneair/
1059930684	20220824	202208	2022	2022.6411											CHN	TAIYUAN	CHN								1	194	194	19	4	-10.0	10	1	10	0	0								4	Shanxi, Fujian, China	CH	CH07	13167	26.9512	116.692	10771269	4	Shanxi, Fujian, China	CH	CH07	13167	26.9512	116.692	10771269	20220824070000	http://europe.chinadaily.com.cn/a/202208/24/WS63059e84a310fd2b29e73fde.html
1059930685	20220824	202208	2022	2022.6411											CHNMED	CHINESE	CHN					MED			1	051	051	05	1	3.4	2	2	2	2.40963855421686	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824070000	https://english.news.cn/northamerica/20220824/6e232880cd144c2eaf21901252ac644f/c.html
1059930686	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	114	114	11	3	-2.0	10	1	10	-5.94837261503928	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220824070000	https://www.ntd.com/malaysia-former-prime-minister-najib-goes-to-jail-after-losing-graft-appeal_829103.html
1059930687	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	4.24403183023873	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220824070000	http://www.magnoliareporter.com/living_and_learning/education/article_0f485a8c-2373-11ed-9162-4776ccaa1bfd.html
1059930688	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	-0.73126142595978	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824070000	https://www.butlereagle.com/20220824/mars-area-ends-covid-19-policies-2/
1059930689	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	20	1	10	0.60606060606061	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220824070000	https://www.dailymail.co.uk/tvshowbiz/article-11140437/K-pops-biggest-new-girl-group-NewJeans-TWO-Australian-members.html
1059930690	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	10	1	10	-2.57689110556941	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824070000	https://www.wfaa.com/article/news/politics/yall-itics/yallitics-keller-grapevine-collleyville-book-banning-bathrooms-pronouns-culture-war-school-board-meetings-north-texas/287-d8215a38-a8e9-4d26-9fb0-6bca67694177
1059930691	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	112	112	11	3	-2.0	2	1	2	-4.00667779632721	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20220824070000	https://www.realitytvworld.com/news/90-day-fiance-star-mohamed-abdelhamed-speaks-out-on-why-he-left-yvette-yve-arellano-accuses-her-of-cheating-on-him-31459.php
1059930692	20220824	202208	2022	2022.6411											EST	EESTIMAA	EST								1	051	051	05	1	3.4	5	1	5	4.59363957597173	0								1	Estonia	EN	EN		59	26	EN	1	Estonia	EN	EN		59	26	EN	20220824070000	https://news.err.ee/1608693754/party-ratings-eesti-200-support-continues-to-fall
1059930693	20220824	202208	2022	2022.6411											EUR	EUROPE	EUR								1	042	042	04	1	1.9	10	1	10	0.78125	0								0								0								20220824070000	https://www.huaweicentral.com/huawei-emui-august-2022-updates-list-2/
1059930694	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	022	022	02	1	3.2	2	1	2	1.57657657657658	0								4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	20220824070000	https://www.wrexham.com/news/council-confident-budgets-sufficient-to-cover-costs-of-energy-price-rises-223300.html
1059930695	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	2	1	2	-3.79008746355685	0								4	Old Hill, Sandwell, United Kingdom	UK	UKL7	40136	52.4833	-2.06667	-2604621	4	Old Hill, Sandwell, United Kingdom	UK	UKL7	40136	52.4833	-2.06667	-2604621	20220824070000	https://www.newsshopper.co.uk/news/20718623.old-hill-burst-water-main-becomes-chislehurst-lido/
1059930696	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	055	055	05	1	7.0	2	1	2	-3.79008746355685	0								4	Old Hill, Sandwell, United Kingdom	UK	UKL7	40136	52.4833	-2.06667	-2604621	4	Old Hill, Sandwell, United Kingdom	UK	UKL7	40136	52.4833	-2.06667	-2604621	20220824070000	https://www.newsshopper.co.uk/news/20718623.old-hill-burst-water-main-becomes-chislehurst-lido/
1059930697	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	2	1	2	0	0								4	Farndon, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.05	-0.85	-2595949	4	Winthorpe, Lincolnshire, United Kingdom	UK	UKH7	40120	53.1667	0.333333	-2611892	20220824070000	https://markets.businessinsider.com/news/stocks/skanska-wins-gbp-345-mln-contract-to-upgrade-a46-road-in-the-midlands-region-uk-1031702258
1059930698	20220824	202208	2022	2022.6411											GBRBUS	BRITISH	GBR					BUS			0	042	042	04	1	1.9	5	1	5	1.875	0								5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20220824070000	https://www.echo-news.co.uk/news/20716330.southend-airshow-return-plans-rely-fundraising-500-000/
1059930699	20220824	202208	2022	2022.6411											GOV	ATTORNEY GENERAL						GOV			0	040	040	04	1	1.0	10	1	10	0.78931390406801	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824070000	https://www.miragenews.com/abc-radio-national-richard-aedy-842027/
