1060037241	20210824	202108	2021	2021.6411	sen	SENA			sen						GOV	MINISTRY						GOV			0	173	173	17	4	-5.0	8	1	8	-0.43859649122807	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20220824210000	https://timesofindia.indiatimes.com/india/nitin-gadkari-was-told-weeks-ago-hed-be-axed-from-top-panels/articleshow/93762729.cms
1060037242	20220725	202207	2022	2022.5616	MNCUSA	NETFLIX	USA					MNC													1	084	084	08	2	7.0	10	1	10	6.42857142857143	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	0								3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20220824210000	https://983thesnake.com/fall-rescue-jerome/
1060037243	20220725	202207	2022	2022.5616	NGA	NIGERIA	NGA								LEG	NATIONAL ASSEMBLY						LEG			0	051	051	05	1	3.4	2	1	2	0	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824210000	https://tribuneonlineng.com/nilds-cautions-nigerians-against-sentiments-in-choice-of-candidates/
1060037244	20220817	202208	2022	2022.6219											GOVEDU	EDUCATION OFFICIAL						GOV	EDU		0	051	051	05	1	3.4	4	1	4	-3.45821325648415	0								3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	20220824210000	https://www.cpapracticeadvisor.com/2022/08/24/biden-cancels-10000-in-student-loan-debt-for-borrowers-who-make-less-than-125000-a-year/69829/
1060037245	20220817	202208	2022	2022.6219											GOVEDU	EDUCATION OFFICIAL						GOV	EDU		0	051	051	05	1	3.4	1	1	1	-3.45821325648415	0								3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824210000	https://www.cpapracticeadvisor.com/2022/08/24/biden-cancels-10000-in-student-loan-debt-for-borrowers-who-make-less-than-125000-a-year/69829/
1060037246	20220817	202208	2022	2022.6219	JUD	SUPERIOR COURT						JUD													1	040	040	04	1	1.0	12	1	6	-2.94117647058824	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824210000	https://www.gpb.org/news/2022/08/24/latest-filing-sheds-more-light-on-fulton-das-election-interference-probe
1060037247	20220817	202208	2022	2022.6219	JUD	APPEALS COURT						JUD													0	1053	105	10	3	-5.0	10	1	10	-2.60047281323877	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824210000	http://www.msn.com/en-us/news/politics/doj-releases-secret-memo-that-recommended-not-charging-trump-with-obstruction-of-mueller-s-russia-investigation/ar-AA113CZY
1060037248	20220817	202208	2022	2022.6219	JUD	SUPERIOR COURT						JUD			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.94117647058824	3	Fulton County, Georgia, United States	US	USGA	GA121	33.7668	-84.4499	1694833	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	20220824210000	https://www.gpb.org/news/2022/08/24/latest-filing-sheds-more-light-on-fulton-das-election-interference-probe
1060037249	20220817	202208	2022	2022.6219	JUD	SUPERIOR COURT						JUD			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.94117647058824	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824210000	https://www.gpb.org/news/2022/08/24/latest-filing-sheds-more-light-on-fulton-das-election-interference-probe
1060037250	20220817	202208	2022	2022.6219	JUD	SUPERIOR COURT						JUD			USAJUD	UNITED STATES	USA					JUD			1	040	040	04	1	1.0	2	1	2	-2.94117647058824	3	Fulton County, Georgia, United States	US	USGA	GA121	33.7668	-84.4499	1694833	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824210000	https://www.gpb.org/news/2022/08/24/latest-filing-sheds-more-light-on-fulton-das-election-interference-probe
1060037251	20220817	202208	2022	2022.6219	JUD	SUPERIOR COURT						JUD			USAJUD	UNITED STATES	USA					JUD			1	040	040	04	1	1.0	2	1	2	-2.94117647058824	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824210000	https://www.gpb.org/news/2022/08/24/latest-filing-sheds-more-light-on-fulton-das-election-interference-probe
1060037252	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-3	3	Jewish Hospital, Missouri, United States	US	USMO	MO510	38.6401	-90.264	765701	0								3	Jewish Hospital, Missouri, United States	US	USMO		38.6401	-90.264	765701	20220824210000	https://www.stlamerican.com/your_health_matters/health_news/like-covid-19-monkeypox-rate-higher-for-black-people/article_9036a320-23ea-11ed-96db-b7a9c71f0ca0.html
1060037253	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	180	180	18	4	-9.0	2	1	2	-7.32758620689655	3	Chautauqua County, New York, United States	US	USNY	NY013	42.2506	-79.3998	974105	0								3	Chautauqua County, New York, United States	US	USNY		42.2506	-79.3998	974105	20220824210000	https://www.erienewsnow.com/story/47156256/gag-order-issued-in-trial-prosecuting-alleged-salman-rushdie-attacker
1060037254	20220817	202208	2022	2022.6219	USA	DISTRICT OF COLUMBIA	USA								JUD	COURT OF APPEALS						JUD			0	0841	084	08	2	7.0	2	1	2	-2.07336523125997	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824210000	https://www.nbcnews.com/politics/justice-department/doj-releases-unredacted-barr-memo-trump-obstruction-mueller-probe-rcna44690
1060037255	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			1	190	190	19	4	-10.0	2	1	2	-5.60747663551402	0								3	Town Of York, Wisconsin, United States	US	USWI		44.6436	-90.5021	1584492	3	Town Of York, Wisconsin, United States	US	USWI		44.6436	-90.5021	1584492	20220824210000	https://www.wkow.com/news/suspect-identified-arrested-in-town-of-york-homicide-investigation/article_0d473a5c-23da-11ed-bbe2-6b50a7f5465a.html
1060037256	20220824	202208	2022	2022.6411											AGR	FARM WORKER						AGR			1	190	190	19	4	-10.0	2	1	2	-5.60747663551402	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824210000	https://www.wkow.com/news/suspect-identified-arrested-in-town-of-york-homicide-investigation/article_0d473a5c-23da-11ed-bbe2-6b50a7f5465a.html
1060037257	20220824	202208	2022	2022.6411											ARE	DUBAI	ARE								1	0874	087	08	2	10.0	3	1	3	6.08365019011407	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220824210000	https://menafn.com/1104750711/Italian-Restaurant-Loren-To-Open-On-Palm-West-Beach
1060037258	20220824	202208	2022	2022.6411											BGDGOV	BANGLADESH	BGD					GOV			0	036	036	03	1	4.0	8	1	8	-0.408163265306123	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	1	India	IN	IN		20	77	IN	20220824210000	https://news.webindia123.com/news/articles/India/20220825/3976451.html
1060037259	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	2	1	2	2.40384615384615	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20220824210000	https://www.washingtontimes.com:443/news/2022/aug/24/17-year-old-pilot-mack-rutherford-sets-record-for-/
1060037260	20220824	202208	2022	2022.6411											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	8	1	8	2.40384615384615	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824210000	https://www.washingtontimes.com:443/news/2022/aug/24/17-year-old-pilot-mack-rutherford-sets-record-for-/
1060037261	20220824	202208	2022	2022.6411											BGR	SOFIA	BGR								0	042	042	04	1	1.9	6	1	6	1.29198966408268	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824210000	http://www.msn.com/en-us/travel/news/teenage-pilot-becomes-youngest-person-to-fly-solo-around-the-globe/ar-AA11422g
1060037262	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	031	031	03	1	5.2	10	1	10	5.09745127436282	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824210000	https://www.dbusiness.com/daily-news/medc-approves-funding-support-for-multiple-projects-including-coda-brush-park-in-detroit/
1060037263	20220824	202208	2022	2022.6411											BUS	CEOS						BUS			1	036	036	03	1	4.0	2	1	2	1.23456790123457	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824210000	https://www.mobileworldlive.com/featured-content/home-banner/musk-t-mobile-to-announce-connectivity-tie-up/
1060037264	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			1	042	042	04	1	1.9	10	1	10	-0.67340067340067	0								5	Nueva Ecija, Nueva Ecija, Philippines	RP	RP47	24222	15.5833	121	-2442133	5	Nueva Ecija, Nueva Ecija, Philippines	RP	RP47	24222	15.5833	121	-2442133	20220824210000	https://business.inquirer.net/358962/traders-comb-market-for-cheap-equities-after-2-day-slump
1060037265	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	-0.43227665706052	0								3	Fort Benning, Georgia, United States	US	USGA		32.3524	-84.9688	355875	3	Fort Benning, Georgia, United States	US	USGA		32.3524	-84.9688	355875	20220824210000	https://www.downbeach.com/2022/08/24/longport-american-legion-announces-this-years-wounded-warrior-week-recipient-4/
1060037266	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	180	180	18	4	-9.0	5	1	5	-0.43227665706052	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220824210000	https://www.downbeach.com/2022/08/24/longport-american-legion-announces-this-years-wounded-warrior-week-recipient-4/
1060037267	20220824	202208	2022	2022.6411											CAN	MANITOBA	CAN								1	020	020	02	1	3.0	10	1	10	2	0								0								0								20220824210000	https://winnipeg.ctvnews.ca/one-winnipeg-liquor-mart-location-to-be-open-on-labour-day-1.6040627
1060037268	20220824	202208	2022	2022.6411											CHE	GENEVA	CHE								1	057	057	05	1	8.0	10	1	10	-2.63157894736842	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220824210000	https://www.dailysignal.com/2022/08/24/war-in-ukraine-shows-why-arms-trade-treaty-remains-bad-idea/
1060037269	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	043	043	04	1	2.8	10	2	10	4.0463779738038	0								4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	20220824210000	https://www.efe.com/efe/usa/comunicados/amlan-international-supports-the-growing-dairy-market-and-demand-for-healthier-milk-production-in-china/50000209-4872150
1060037270	20220824	202208	2022	2022.6411											CHRPRO210	LUTHERAN				CHR	PRO				1	042	042	04	1	1.9	10	1	10	3.75	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824210000	https://www.hudsonvalley360.com/artsandlife/localannouncements/lutheran-church-to-host-free-spaghetti-dinner-for-hometown-heroes-and-their-families/article_5272a2b6-1b43-5017-aa90-2ac70949ef35.html
1060037271	20220824	202208	2022	2022.6411											CHRPRO210	LUTHERAN				CHR	PRO				1	051	051	05	1	3.4	4	1	4	3.75	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824210000	https://www.hudsonvalley360.com/artsandlife/localannouncements/lutheran-church-to-host-free-spaghetti-dinner-for-hometown-heroes-and-their-families/article_5272a2b6-1b43-5017-aa90-2ac70949ef35.html
1060037272	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	020	020	02	1	3.0	6	1	6	-4.57142857142857	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824210000	https://mountaintimes.info/officer-who-shot-and-wounded-cavendish-man-in-ludlow-was-still-in-training/
1060037273	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	0353	035	03	1	7.0	6	1	6	-4.57142857142857	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824210000	https://mountaintimes.info/officer-who-shot-and-wounded-cavendish-man-in-ludlow-was-still-in-training/
1060037274	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	042	042	04	1	1.9	4	1	4	-1.68539325842696	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220824210000	https://www.thenews.com.pk/latest/985135-meghan-markle-and-prince-harry-issued-a-stern-warning-ahead-of-their-uk-visit
1060037275	20220824	202208	2022	2022.6411											COP	DEPUTIES						COP			1	043	043	04	1	2.8	2	1	2	-6.5686274509804	0								3	Chino Hills, California, United States	US	USCA		33.9938	-117.759	1668255	3	Chino Hills, California, United States	US	USCA		33.9938	-117.759	1668255	20220824210000	https://www.championnewspapers.com/police_and_fire_notes/article_8c7d8990-1fdc-11ed-a04a-97685d9cc010.html
1060037276	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	046	046	04	1	7.0	6	1	6	-7.18562874251497	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824210000	https://www.stripes.com/theaters/us/2022-08-24/alabama-man-charged-j6-riot-capitol-police-7093922.html
1060037277	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-3.06122448979592	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20220824210000	https://timesofindia.indiatimes.com/india/ed-raids-ranchi-businessmans-house-finds-2-ak-47s/articleshow/93762773.cms
1060037278	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	173	173	17	4	-5.0	1	1	1	-5.40540540540541	0								3	City Of Midland, Texas, United States	US	USTX		32.0301	-102.106	2411096	3	City Of Midland, Texas, United States	US	USTX		32.0301	-102.106	2411096	20220824210000	https://www.newswest9.com/article/news/crime/midland-police-sergeant-arrested-dwi/513-94f91ccb-720d-466a-94d1-411c079d02c2
1060037279	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	173	173	17	4	-5.0	2	1	2	-6.23501199040767	0								3	Trail Creek, Indiana, United States	US	USIN		41.6984	-86.8592	444853	3	Trail Creek, Indiana, United States	US	USIN		41.6984	-86.8592	444853	20220824210000	https://wibqam.com/2022/08/24/ind-officer-resigns-after-caught-having-sex-in-parking-lot/
1060037280	20220824	202208	2022	2022.6411											CRM	FELON						CRM			1	173	173	17	4	-5.0	4	1	4	-7.84313725490196	0								3	Bunker Hill, West Virginia, United States	US	USWV		39.3334	-78.0544	1554028	3	Bunker Hill, West Virginia, United States	US	USWV		39.3334	-78.0544	1554028	20220824210000	https://www.winchesterstar.com/winchester_star/jurors-selected-for-upcoming-winchester-murder-trial/article_30a811f0-c729-5a40-a5a6-0ab4931372f9.html
1060037281	20220824	202208	2022	2022.6411											CRM	FELON						CRM			1	173	173	17	4	-5.0	6	1	6	-7.84313725490196	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220824210000	https://www.winchesterstar.com/winchester_star/jurors-selected-for-upcoming-winchester-murder-trial/article_30a811f0-c729-5a40-a5a6-0ab4931372f9.html
1060037282	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	5.24737631184408	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20220824210000	https://infotel.ca/newsitem/multimillion-dollar-art-hub-in-kamloops-will-provide-major-arts-and-education-opportunities/it93619
1060037283	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	4	1	4	1.06382978723404	0								3	Brooks Memorial Library, Vermont, United States	US	USVT		42.8554	-72.5606	1921302	3	Brattleboro, Vermont, United States	US	USVT	VT025	42.8509	-72.5579	1456556	20220824210000	https://www.reformer.com/community-news/neighborhood-walks-to-study-middle-housing-needs-in-brattleboro/article_2dea6682-22fc-11ed-9afb-c7838f996b08.html
1060037284	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			1	060	060	06	2	6.0	5	1	5	0.751879699248116	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824210000	https://www.loudountimes.com/news/longtime-loudoun-county-farmer-to-sell-rare-collection-sept-2-and-3/article_3270c7b4-23ba-11ed-b01c-7f363c002004.html
1060037285	20220824	202208	2022	2022.6411											ECU	ECUADOR	ECU								1	110	110	11	3	-2.0	4	1	4	4.296875	0								1	Peru	PE	PE		-10	-76	PE	1	Venezuela	VE	VE		8	-66	VE	20220824210000	https://www.woccu.org/newsroom/releases/USAID_WOCCU_and_Visa_Introduce_Enko_Business_Development_Platform
1060037286	20220824	202208	2022	2022.6411											ECU	ECUADOR	ECU								1	110	110	11	3	-2.0	6	1	6	4.296875	0								1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20220824210000	https://www.woccu.org/newsroom/releases/USAID_WOCCU_and_Visa_Introduce_Enko_Business_Development_Platform
1060037287	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	012	012	01	1	-0.4	6	2	6	-2.57511256651658	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824210000	https://www.erienewsnow.com/story/47156452/pa-congressional-members-urge-governor-to-investigate-school-library-material-nonprofit-warns-of-book-banning
1060037288	20220824	202208	2022	2022.6411											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	4	1	4	-7.18562874251497	0								3	Samford University, Alabama, United States	US	USAL		33.4651	-86.7933	120474	3	Samford University, Alabama, United States	US	USAL		33.4651	-86.7933	120474	20220824210000	https://www.stripes.com/theaters/us/2022-08-24/alabama-man-charged-j6-riot-capitol-police-7093922.html
1060037289	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	0	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824210000	https://www.centralmaine.com/2022/05/03/tell-us-do-you-support-president-bidens-student-debt-forgiveness-plan/
1060037290	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	100	100	10	3	-5.0	10	1	10	1.12676056338028	0								4	Hung Hom, Hong Kong (general), Hong Kong	HK	HK00	13031	22.3	114.183	-1353160	4	Hung Hom, Hong Kong (general), Hong Kong	HK	HK00	13031	22.3	114.183	-1353160	20220824210000	https://www.thestandard.com.hk/section-news/section/4/244962/PolyU-unveils-new-entrance-after-siege
