1059977854	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	5.60068405301411	0								3	Forest Park, California, United States	US	USCA		37.1338	-122.139	1658562	3	Forest Park, California, United States	US	USCA		37.1338	-122.139	1658562	20220824133000	https://www.riverfronttimes.com/arts/12-cant-miss-arts-events-in-st-louis-this-fall-38354190
1059977855	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	4.54545454545454	0								3	Queens, New York, United States	US	USNY	NY081	40.7498	-73.7976	971983	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20220824133000	http://www.nydailynews.com/news/politics/new-york-elections-government/ny-primary-election-2022-senate-races-gustavo-rivera-20220824-mj3no6gklbdynpgi7bwz6xuycy-story.html
1059977856	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	110	110	11	3	-2.0	4	1	4	-0.33222591362126	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220824133000	https://www.grandforksherald.com/opinion/columns/mike-jacobs-what-a-week-in-north-dakota-politics
1059977857	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-3.19548872180451	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20220824133000	https://siouxcityjournal.com/lee-wire/laurel-murder-suspects-wife-has-phone-seized-by-investigators/article_3639f7ce-2b9e-57e5-af75-ea914d493845.html
1059977858	20220824	202208	2022	2022.6411											USA	CHICAGO	USA								1	190	190	19	4	-10.0	8	1	8	-7.79220779220779	0								3	Chicago Fire Department, Illinois, United States	US	USIL		41.9526	-87.6727	2681967	3	Morgan Park, Illinois, United States	US	USIL		41.6903	-87.6667	1802403	20220824133000	https://www.fox32chicago.com/news/19-year-old-shot-while-walking-in-morgan-park-tuesday-night
1059977859	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-7.79220779220779	0								3	Chicago Fire Department, Illinois, United States	US	USIL		41.9526	-87.6727	2681967	3	Chicago Fire Department, Illinois, United States	US	USIL		41.9526	-87.6727	2681967	20220824133000	https://www.fox32chicago.com/news/19-year-old-shot-while-walking-in-morgan-park-tuesday-night
1059977860	20220824	202208	2022	2022.6411											USA	CHICAGO	USA								1	190	190	19	4	-10.0	3	1	3	-5.98958333333334	0								3	Woodlawn, Illinois, United States	US	USIL	IL081	38.3301	-89.0326	421448	3	Woodlawn, Illinois, United States	US	USIL	IL081	38.3301	-89.0326	421448	20220824133000	https://www.fox32chicago.com/news/2-killed-8-wounded-in-chicago-shootings-tuesday
1059977861	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-11.1111111111111	0								3	Lockport, Louisiana, United States	US	USLA	LA057	29.646	-90.5393	555118	3	Lockport, Louisiana, United States	US	USLA	LA057	29.646	-90.5393	555118	20220824133000	https://www.houmatimes.com/news/driver-killed-in-two-vehicle-crash-in-lockport/
1059977862	20220824	202208	2022	2022.6411											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-3.19548872180451	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20220824133000	https://siouxcityjournal.com/lee-wire/laurel-murder-suspects-wife-has-phone-seized-by-investigators/article_3639f7ce-2b9e-57e5-af75-ea914d493845.html
1059977863	20220824	202208	2022	2022.6411											USAEDU	MARYLAND	USA					EDU			1	043	043	04	1	2.8	6	1	6	0	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824133000	https://wtop.com/maryland/2022/08/schools-open-in-st-marys-county/
1059977864	20220824	202208	2022	2022.6411											USAEDU	WISCONSIN	USA					EDU			1	051	051	05	1	3.4	5	1	5	2.10727969348659	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824133000	https://www.azoquantum.com/News.aspx?newsID=9151
1059977865	20220824	202208	2022	2022.6411											ZAF	SOUTH AFRICAN	ZAF								1	036	036	03	1	4.0	4	1	4	1.10375275938189	0								4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	20220824133000	https://themediaonline.co.za/2022/08/news24-and-food-lovers-market-set-off-on-road-trip-to-feed-mzansi/
1059977866	20220824	202208	2022	2022.6411											ZAF	MZANSI	ZAF								1	042	042	04	1	1.9	10	1	10	1.10375275938189	0								4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	20220824133000	https://themediaonline.co.za/2022/08/news24-and-food-lovers-market-set-off-on-road-trip-to-feed-mzansi/
1059977867	20220824	202208	2022	2022.6411											catGOV	CATALAN			cat			GOV			1	111	111	11	3	-2.0	6	1	6	-1.79856115107914	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220824133000	https://belfastmedia.com/sean-mcaleenan-repatriation-update
1059977868	20220824	202208	2022	2022.6411											ibo	IGBO			ibo						1	100	100	10	3	-5.0	10	1	10	-4.51895043731779	0								0								0								20220824133000	https://dailypost.ng/2022/08/24/refusal-to-bury-dead-bodies-within-three-days-cause-of-southeast-problems-ipob/
1059977869	20220824	202208	2022	2022.6411	AFG	AFGHANISTAN	AFG								AFGREF	AFGHANISTAN	AFG					REF			0	073	073	07	2	7.4	10	1	10	-8.29875518672199	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220824133000	https://www.news-journal.com/where-refugees-in-north-dakota-are-arriving-from/collection_ca1c5e59-4c97-535c-8e30-e7e87ff996f2.html
1059977870	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		1	0234	023	02	1	3.4	10	1	10	-7.8341013824885	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220824133000	https://www.702.co.za/articles/452981/outa-calls-for-the-protection-of-whistleblowers-in-south-africa
1059977871	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		0	042	042	04	1	1.9	4	1	4	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	0								4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059977872	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		1	090	090	09	2	-2.0	6	1	6	0.67681895093062	4	Breidbach, Eastern Cape, South Africa	SF	SF05	77320	-32.8897	27.445	-1215413	0								4	Breidbach, Eastern Cape, South Africa	SF	SF05	77320	-32.8897	27.445	-1215413	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059977873	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR																		1	090	090	09	2	-2.0	6	1	6	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	0								4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059977874	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								CVL	CIVIL SOCIETY						CVL			0	020	020	02	1	3.0	4	1	4	-7.8341013824885	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824133000	https://www.702.co.za/articles/452981/outa-calls-for-the-protection-of-whistleblowers-in-south-africa
1059977875	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								CVL	COMMUNITY						CVL			1	130	130	13	3	-4.4	4	1	4	-6.74846625766871	4	Gwala, Eastern Cape, South Africa	SF	SF05	77329	-30.7807	29.8854	-1234907	4	Gwala, Eastern Cape, South Africa	SF	SF05	77329	-30.7807	29.8854	-1234907	4	Gwala, Eastern Cape, South Africa	SF	SF05	77329	-30.7807	29.8854	-1234907	20220824133000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41750
1059977876	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-7.8341013824885	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824133000	https://www.702.co.za/articles/452981/outa-calls-for-the-protection-of-whistleblowers-in-south-africa
1059977877	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								LAB	WORKER						LAB			1	040	040	04	1	1.0	12	2	12	-3.68416827231856	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220824133000	https://www.702.co.za/articles/452976/workers-opt-out-of-cosatu-saftu-national-shutdown
1059977878	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								OPP	PROTESTER						OPP			1	043	043	04	1	2.8	8	2	8	-3.68416827231857	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220824133000	https://www.702.co.za/articles/452976/workers-opt-out-of-cosatu-saftu-national-shutdown
1059977879	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								OPP	PROTESTER						OPP			1	043	043	04	1	2.8	4	2	4	-3.68416827231856	4	Rustenburg, North-West, South Africa	SF	SF10	77346	-25.6676	27.2421	-1279885	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220824133000	https://www.702.co.za/articles/452976/workers-opt-out-of-cosatu-saftu-national-shutdown
1059977880	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								OPP	PROTESTER						OPP			1	043	043	04	1	2.8	12	2	12	-3.68416827231856	4	Rustenburg, North-West, South Africa	SF	SF10	77346	-25.6676	27.2421	-1279885	4	Rustenburg, North-West, South Africa	SF	SF10	77346	-25.6676	27.2421	-1279885	4	Rustenburg, North-West, South Africa	SF	SF10	77346	-25.6676	27.2421	-1279885	20220824133000	https://www.702.co.za/articles/452976/workers-opt-out-of-cosatu-saftu-national-shutdown
1059977881	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								USA	BUFFALO	USA								0	042	042	04	1	1.9	2	1	2	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059977882	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								USA	BUFFALO	USA								0	043	043	04	1	2.8	2	1	2	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059977883	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	1	1	1	-1.04477611940298	1	Ukraine	UP	UP		49	32	UP	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20220824133000	https://www.dailymaverick.co.za/article/2022-08-24-angolans-vote-in-tight-race-in-which-alienated-youth-may-tilt-balance/
1059977884	20220824	202208	2022	2022.6411	AFR	AFRICA	AFR								ZAF	SOUTH AFRICAN	ZAF								1	036	036	03	1	4.0	2	1	2	1.10375275938189	4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	4	Durbanville, Western Cape, South Africa	SF	SF11	77317	-33.8416	18.6518	-1224931	20220824133000	https://themediaonline.co.za/2022/08/news24-and-food-lovers-market-set-off-on-road-trip-to-feed-mzansi/
1059977885	20220824	202208	2022	2022.6411	AFRCRM	AFRICA	AFR					CRM			COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-6.2111801242236	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20220824133000	https://www.faceofmalawi.com/2022/08/24/south-african-criminal-on-police-wanted-list-arrested-after-applying-for-police-job/
1059977886	20220824	202208	2022	2022.6411	AFROPP	AFRICA	AFR					OPP			HLH	DOCTOR						HLH			0	112	112	11	3	-2.0	4	1	4	-5.4054054054054	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824133000	https://www.newzimbabwe.com/eff-demands-dismissal-of-morally-bankrupt-limpopo-health-mec-following-attack-on-zim-patient/
1059977887	20220824	202208	2022	2022.6411	AGO	ANGOLAN	AGO								AGOMED	ANGOLA	AGO					MED			1	040	040	04	1	1.0	8	2	8	-0.62242270536077	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20220824133000	https://www.capetalk.co.za/articles/452959/angolan-elections-a-matter-continuity-or-a-complete-change
1059977888	20220824	202208	2022	2022.6411	AGOMED	ANGOLAN	AGO					MED													1	040	040	04	1	1.0	12	2	12	-0.62242270536077	1	Angola	AO	AO		-12.5	18.5	AO	0								1	Angola	AO	AO		-12.5	18.5	AO	20220824133000	https://www.capetalk.co.za/articles/452959/angolan-elections-a-matter-continuity-or-a-complete-change
1059977889	20220824	202208	2022	2022.6411	AGOMED	ANGOLA	AGO					MED			AGO	ANGOLAN	AGO								1	040	040	04	1	1.0	8	2	8	-0.62242270536077	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20220824133000	https://www.capetalk.co.za/articles/452959/angolan-elections-a-matter-continuity-or-a-complete-change
1059977890	20220824	202208	2022	2022.6411	AGR	FARMER						AGR													1	080	080	08	2	5.0	10	1	10	-1.63934426229508	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824133000	https://www.livemint.com/politics/news/the-nation-that-gave-the-world-avocado-toast-now-has-too-many-avocados-11661345820948.html
1059977891	20220824	202208	2022	2022.6411	ARE	ABU DHABI	ARE																		1	060	060	06	2	6.0	10	1	10	0	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20220824133000	https://www.routesonline.com/news/29/breaking-news/298533/vistara-to-launch-abu-dhabi-link/
1059977892	20220824	202208	2022	2022.6411	ARG	ARGENTINA	ARG																		1	111	111	11	3	-2.0	4	1	4	-3.46385542168674	1	Argentina	AR	AR		-34	-64	AR	0								1	Argentina	AR	AR		-34	-64	AR	20220824133000	https://www.mirror.co.uk/3am/celebrity-news/katya-jones-relationship-split-strictly-27820324
1059977893	20220824	202208	2022	2022.6411	ARM	ARMENIA	ARM								TUR	TURKISH	TUR								1	013	013	01	1	0.4	4	1	4	-0.20833333333334	4	Zangezur, Syunik', Armenia	AM	AM08	4928	39.2075	46.4058	-2324916	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20220824133000	https://horizonweekly.ca/en/we-are-no-different-from-azerbaijan-mevlut-cavusoglu/
1059977894	20220824	202208	2022	2022.6411	ARM	ARMENIA	ARM								TUR	TURKISH	TUR								1	112	112	11	3	-2.0	4	1	4	-0.20833333333334	4	Zangezur, Syunik', Armenia	AM	AM08	4928	39.2075	46.4058	-2324916	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Zangezur, Syunik', Armenia	AM	AM08	4928	39.2075	46.4058	-2324916	20220824133000	https://horizonweekly.ca/en/we-are-no-different-from-azerbaijan-mevlut-cavusoglu/
1059977895	20220824	202208	2022	2022.6411	AUS	ADELAIDE	AUS																		1	190	190	19	4	-10.0	2	1	2	-2.74170274170274	4	Glynde, Western Australia, Australia	AS	AS08	5572	-31.6988	116.738	11459378	0								4	Glynde, Western Australia, Australia	AS	AS08	5572	-31.6988	116.738	11459378	20220824133000	https://www.dailymail.co.uk/news/article-11141011/Adelaide-murder-suicide-Elderly-couple-dead-LHI-Retirement-Services-Glynde-remembered.html
1059977896	20220824	202208	2022	2022.6411	AUSEDU	VICTORIA	AUS					EDU			EDU	STUDENT						EDU			1	030	030	03	1	4.0	3	1	3	-1.88356164383561	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824133000	https://www.timescolonist.com/local-news/100-messages-four-replies-victoria-students-desperate-for-housing-5732557
1059977897	20220824	202208	2022	2022.6411	AUSEDU	VICTORIA	AUS					EDU			NPL	NEPAL	NPL								1	030	030	03	1	4.0	7	1	7	-1.88356164383561	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824133000	https://www.timescolonist.com/local-news/100-messages-four-replies-victoria-students-desperate-for-housing-5732557
1059977898	20220824	202208	2022	2022.6411	AZE	BAKU	AZE																		1	010	010	01	1	0.0	3	1	3	-0.20833333333334	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	0								4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20220824133000	https://horizonweekly.ca/en/we-are-no-different-from-azerbaijan-mevlut-cavusoglu/
1059977899	20220824	202208	2022	2022.6411	AZE	AZERBAIJAN	AZE																		1	120	120	12	3	-4.0	5	1	5	-4.76190476190476	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220824133000	https://horizonweekly.ca/en/minister-75-of-artsakhs-arable-lands-85-of-pastures-under-azeri-control/
1059977900	20220824	202208	2022	2022.6411	BEL	BELGIUM	BEL								EUR	EUROPE	EUR								0	043	043	04	1	2.8	4	1	4	-5.49581839904421	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059977901	20220824	202208	2022	2022.6411	BEL	BELGIUM	BEL								EUR	EUROPE	EUR								0	043	043	04	1	2.8	2	1	2	-5.49581839904421	1	Belgium	BE	BE		50.833333	4	BE	1	Canada	CA	CA		60	-96	CA	1	Belgium	BE	BE		50.833333	4	BE	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059977902	20220824	202208	2022	2022.6411	BEL	BELGIUM	BEL								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-5.49581839904421	1	Belgium	BE	BE		50.833333	4	BE	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	1	Belgium	BE	BE		50.833333	4	BE	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059977903	20220824	202208	2022	2022.6411	BEL	BELGIUM	BEL								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-5.49581839904421	1	Nigeria	NI	NI		10	8	NI	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	1	United Kingdom	UK	UK		54	-4	UK	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059977904	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	3	1	2	1.95555555555555	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	0								4	Jaisalmer, Rajasthan, India	IN	IN24	17848	26.9167	70.9	-2098041	20220824133000	https://www.telegraphindia.com/my-kolkata/people/grandpa-and-geologist-pradip-sengupta-creates-pop-up-books-to-get-six-year-old-granddaughter-hooked-to-bengali-literature/cid/1882165
1059977905	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD																		1	010	010	01	1	0.0	9	1	4	1.95555555555555	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	0								4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	20220824133000	https://www.telegraphindia.com/my-kolkata/people/grandpa-and-geologist-pradip-sengupta-creates-pop-up-books-to-get-six-year-old-granddaughter-hooked-to-bengali-literature/cid/1882165
1059977906	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD																		1	020	020	02	1	3.0	2	1	2	1.95555555555555	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	0								4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	20220824133000	https://www.telegraphindia.com/my-kolkata/people/grandpa-and-geologist-pradip-sengupta-creates-pop-up-books-to-get-six-year-old-granddaughter-hooked-to-bengali-literature/cid/1882165
1059977907	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD																		1	110	110	11	3	-2.0	2	1	2	1.95555555555555	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	0								4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	20220824133000	https://www.telegraphindia.com/my-kolkata/people/grandpa-and-geologist-pradip-sengupta-creates-pop-up-books-to-get-six-year-old-granddaughter-hooked-to-bengali-literature/cid/1882165
1059977908	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD								EDU	STUDENT						EDU			1	080	080	08	2	5.0	5	1	5	-1.21065375302664	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824133000	https://bdnews24.com/economy/mcxnyvih5x
1059977909	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD								MED	MEDIA						MED			1	010	010	01	1	0.0	2	1	2	0	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	20220824133000	https://dhakamirror.com/other-headlines/former-election-commissioner-mahbub-talukdar-dies/
1059977910	20220824	202208	2022	2022.6411	BGD	BANGLADESH	BGD								MED	MEDIA						MED			1	013	013	01	1	0.4	2	1	2	0	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	4	Bengali, Bangladesh (general), Bangladesh	BG	BG00	5805	24.85	89.5667	-2711803	20220824133000	https://dhakamirror.com/other-headlines/former-election-commissioner-mahbub-talukdar-dies/
1059977911	20220824	202208	2022	2022.6411	BLR	BELARUS	BLR								RUS	RUSSIA	RUS								0	051	051	05	1	3.4	2	1	2	1.31147540983607	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220824133000	https://www.thestar.com.my/news/world/2022/08/24/ukraine-rejects-039cynical039-independence-day-greeting-by-belarusian-leader
1059977912	20220824	202208	2022	2022.6411	BLR	BELARUS	BLR								RUS	RUSSIA	RUS								0	051	051	05	1	3.4	2	1	2	1.31147540983607	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824133000	https://www.thestar.com.my/news/world/2022/08/24/ukraine-rejects-039cynical039-independence-day-greeting-by-belarusian-leader
1059977913	20220824	202208	2022	2022.6411	BLR	BELARUSIAN	BLR								UKR	UKRAINIAN	UKR								0	190	190	19	4	-10.0	3	1	3	1.31147540983607	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824133000	https://www.thestar.com.my/news/world/2022/08/24/ukraine-rejects-039cynical039-independence-day-greeting-by-belarusian-leader
1059977914	20220824	202208	2022	2022.6411	BLR	BELARUS	BLR								UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	1	1	1	1.31147540983607	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220824133000	https://www.thestar.com.my/news/world/2022/08/24/ukraine-rejects-039cynical039-independence-day-greeting-by-belarusian-leader
1059977915	20220824	202208	2022	2022.6411	BRA	BRAZIL	BRA								BRAMIL	BRAZIL	BRA					MIL			1	046	046	04	1	7.0	2	1	2	2.64550264550264	4	Sorocaba, SãPaulo, Brazil	BR	BR27	11562	-23.5133	-47.5064	10942915	4	Sorocaba, SãPaulo, Brazil	BR	BR27	11562	-23.5133	-47.5064	10942915	4	Sorocaba, SãPaulo, Brazil	BR	BR27	11562	-23.5133	-47.5064	10942915	20220824133000	https://www.fastcasual.com/news/dickeys-takes-2nd-in-brazilian-barbecue-contest/
